display_name,normalized_name,occurrence_count,recipe_count,kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,quantity_examples,recipe_examples
Lime (o Limone),lime o limone,1,1,ingredient,unmatched,,,1 (1),Lattuga E Ananas
Lime (scorza Grattugiata),lime scorza grattugiata,1,1,ingredient,unmatched,,,1 (1),Sorbetto Al Lime
Lime Affettati,lime affettati,1,1,ingredient,unmatched,,,2 (1),Zuppa Di Lime Con Gamberoni
Lime Non Trattati,lime non trattati,1,1,ingredient,unmatched,,,2 (1),Mini Cheesecake Al Lime
Lime-juice,lime juice,1,1,ingredient,unmatched,,,1 Cucchiaino (1),John Collins (3)
Limi (o Cedri),limi o cedri,1,1,ingredient,unmatched,,,2 (1),Liquore Agli Agrumi
Limonata Amara,limonata amara,1,1,ingredient,unmatched,,,,Bitter-lemon Cocktail
Limonata Schweppes,limonata schweppes,1,1,ingredient,unmatched,,,,Glamour
Limoncella,limoncella,1,1,ingredient,unmatched,,,6 Foglie (1),Centerbe Casalingo
Limoncello (scorza),limoncello scorza,1,1,ingredient,unmatched,,,1 (1),Quattro Stagioni
Limoncello Francoli,limoncello francoli,1,1,ingredient,unmatched,,,2/10 (1),Lion
Limone (buccia Finemente Tritata),limone buccia finemente tritata,1,1,ingredient,unmatched,,,1 Spicchio (1),Mousse Di Prosciutto (5)
Limone (con La Buccia),limone con la buccia,1,1,ingredient,unmatched,,,1 Spicchio (1),Old Fashioned (5)
Limone (fette),limone fette,1,1,ingredient,unmatched,,,1 (1),Olive Verdi
Limone (la Parte Gialla Della Scorza),limone la parte gialla della scorza,1,1,ingredient,unmatched,,,10 G (1),Liquore Di Rosmarino
Limone (listarelle Scorza),limone listarelle scorza,1,1,ingredient,unmatched,,,1 (1),Alivi Cunzati Alla Musco
Limone (o 1 Fettina Di Lime),limone o 1 fettina di lime,1,1,ingredient,unmatched,,,1 Fettina (1),Bloody Mary (10)
Limone (o 2 Cucchiai D'aceto Di Vino Bianco),limone o 2 cucchiai d aceto di vino bianco,1,1,ingredient,unmatched,,,1/2 (1),Maionese (ricetta Base)
Limone (o Arancia),limone o arancia,1,1,ingredient,unmatched,,,1 (1),Totani Ripieni
Limone (o Lime),limone o lime,1,1,ingredient,unmatched,,,1 Fetta (1),Cuba Libre (11)
Limone (scorza Grattugiata Finissima),limone scorza grattugiata finissima,1,1,ingredient,unmatched,,,1 (1),Polpettine Dolci
Limone (scorza Grattugiata Parte Gialla),limone scorza grattugiata parte gialla,1,1,ingredient,unmatched,,,1 (1),Dolce Di Compleanno
Limone (scorza Grattugiata Solo Giallo),limone scorza grattugiata solo giallo,1,1,ingredient,unmatched,,,1 (1),Crema Cannellata Al Forno
Limone (scorza Sottile),limone scorza sottile,1,1,ingredient,unmatched,,,1/2 (1),Prugne Al Vino
Limone (scorza Tagliata A Spirale),limone scorza tagliata a spirale,1,1,ingredient,unmatched,,,1/2 (1),Brandy Crusta (4)
Limone (scorza Tagliata A Strisce Sottili),limone scorza tagliata a strisce sottili,1,1,ingredient,unmatched,,,1 (1),Spaghetti Alla Siciliana
Limone (scorza Tritata Finemente),limone scorza tritata finemente,1,1,ingredient,unmatched,,,1 (1),Torta Di Riso Della Nonna Lina
Limone (scorza) (facoltativo),limone scorza facoltativo,1,1,ingredient,unmatched,,,1 (1),Frappé Al Rum
Limone (succo E Scorza Gialla),limone succo e scorza gialla,1,1,ingredient,unmatched,,,1 (1),Salsa Allo Yogurth (3)
Limone (succo E Scorza Tritata),limone succo e scorza tritata,1,1,ingredient,unmatched,,,1 (1),Torta Della Nonna Nani
Limone (succo E Scorze Tagliate A Cubetti),limone succo e scorze tagliate a cubetti,1,1,ingredient,unmatched,,,1 (1),Salsa Bigarade
Limone (succo E Scorzette),limone succo e scorzette,1,1,ingredient,unmatched,,,,Spaghettata Di Gelato
Limone Affettato Con La Scorza,limone affettato con la scorza,1,1,ingredient,unmatched,,,1 (1),Marinata Di Salmone
Limone Affettato Sottile,limone affettato sottile,1,1,ingredient,unmatched,,,1 (1),Minestra Russa Di Carne E Verdure
Limone Biologico,limone biologico,1,1,ingredient,unmatched,,,1 (1),Dolce Di Carote E Nocciole
Limone Con Scorza Bella,limone con scorza bella,1,1,ingredient,unmatched,,,1 (1),Salsa Di Mele (2)
Limone Dalla Scorza Perfetta,limone dalla scorza perfetta,1,1,ingredient,unmatched,,,1 (1),Biscottini Milanesi
Limone Dalla Scorza Sottile,limone dalla scorza sottile,1,1,ingredient,unmatched,,,1 (1),Marmellata D'ambra
Limone Di Amalfi (scorza Gialla),limone di amalfi scorza gialla,1,1,ingredient,unmatched,,,1 (1),Risotto 'costiera'
Limone Grande (succo E Scorza),limone grande succo e scorza,1,1,ingredient,unmatched,,,1 (1),Nastrini Marini
Limone Inciso A Croce,limone inciso a croce,1,1,ingredient,unmatched,,,1/2 (1),Kefir
Limone Intero,limone intero,1,1,ingredient,unmatched,,,1 (1),Nuvole Di Mare
Limone Non Trattato (scorza Grattugiata),limone non trattato scorza grattugiata,1,1,ingredient,unmatched,,,1 (1),Fusilli Alle Noci
Limone Non Trattato (scorza),limone non trattato scorza,1,1,ingredient,unmatched,,,1/2 (1),"Riso Al Limone, Gamberetti E Lattuga"
Limone O Salsa Verde,limone o salsa verde,1,1,ingredient,unmatched,,,,Coregone Alla Brace
Limone Pelato A Vivo,limone pelato a vivo,1,1,ingredient,unmatched,,,1 (1),Bibita Filtrata Con Il Bimby
Limone Pelato A Vivo Senza Semi,limone pelato a vivo senza semi,1,1,ingredient,unmatched,,,1 (1),Sorbettone Di Frutta Mista Con Il Bimby
Limone Per Guarnire,limone per guarnire,1,1,ingredient,unmatched,,,,Hamburger Tradizionali
Limone Piccolo (succo E Scorza),limone piccolo succo e scorza,1,1,ingredient,unmatched,,,1 (1),Insalata Anelli Di Salmone
Limone Spremuto E Filtrato,limone spremuto e filtrato,1,1,ingredient,unmatched,,,1 (1),Sangria Rosa
Limone Tagliati A Metà,limone tagliati a meta,1,1,ingredient,unmatched,,,2 Spicchi (1),Big Boy
Limone Tagliato A Dadini,limone tagliato a dadini,1,1,ingredient,unmatched,,,1/2 (1),Liquore Di Limone E Latte
Limone Tagliato A Fette,limone tagliato a fette,1,1,ingredient,unmatched,,,1 (1),La Bibita Impossibile
Limone Tagliato A Fettine Molto Sottili,limone tagliato a fettine molto sottili,1,1,ingredient,unmatched,,,1 (1),Mousse Di Limone (3)
Limone Tagliuzzato,limone tagliuzzato,1,1,ingredient,unmatched,,,,Medaglioni Di Filetto Al Cognac
Limone Verde Grande (scorza),limone verde grande scorza,1,1,ingredient,unmatched,,,1 (1),Mattonella Di Fichi Secchi
Limoni (buccia Grattugiata),limoni buccia grattugiata,1,1,ingredient,unmatched,,,2 (1),Pardulas Della Nonna
Limoni (fette),limoni fette,1,1,ingredient,unmatched,,,2 (1),Olive Nere
Limoni (o Aceto Di Vino Bianco),limoni o aceto di vino bianco,1,1,ingredient,unmatched,,,2 (1),Acciughe Al Limone (2)
Limoni (scorza E Succo),limoni scorza e succo,1,1,ingredient,unmatched,,,2 (1),Coppe Al Limone (2)
Limoni (scorza Gialla Grattugiata),limoni scorza gialla grattugiata,1,1,ingredient,unmatched,,,2 (1),Fettuccine Alla Menta
Limoni (scorza Più Gialla),limoni scorza piu gialla,1,1,ingredient,unmatched,,,2 (1),Elisir Di Menta
Limoni (scorza Sottile),limoni scorza sottile,1,1,ingredient,unmatched,,,2 (1),Crema Di Arance
Limoni (succo E Scorza),limoni succo e scorza,1,1,ingredient,unmatched,,,5 (1),Aceto Al Limone (3)
Limoni (succo In Due Volte),limoni succo in due volte,1,1,ingredient,unmatched,,,4 (1),Alici Cotti D'a Lumia
Limoni A Fettine Sottili,limoni a fettine sottili,1,1,ingredient,unmatched,,,2 (1),Whisky Punch
Limoni Appena Maturi Con Scorza Intatta,limoni appena maturi con scorza intatta,1,1,ingredient,unmatched,,,1000 G (1),Marmellata Di Limoni
Limoni Cedrati,limoni cedrati,1,1,ingredient,unmatched,,,2 (1),Insalata Siciliana
Limoni Di Amalfi,limoni di amalfi,1,1,ingredient,unmatched,,,2 (1),Tagliolini Al Limone (3)
Limoni Freschi,limoni freschi,1,1,ingredient,unmatched,,,500 G (1),Gelatina Di Limoni Al Microonde
Limoni Gialli,limoni gialli,1,1,ingredient,unmatched,,,5 (1),Tartara Di Pesci Ai Kiwi
Limoni Grandi (scorza),limoni grandi scorza,1,1,ingredient,unmatched,,,2 (1),Bavarese Al Limone (2)
Limoni Grandi Possibilmente Verdognoli,limoni grandi possibilmente verdognoli,1,1,ingredient,unmatched,,,10 (1),Limoncello (3)
Limoni Grattugiati,limoni grattugiati,1,1,ingredient,unmatched,,,5 (1),Bignè Al Limone
Limoni Pelati A Vivo,limoni pelati a vivo,1,1,ingredient,unmatched,,,2 (1),Aperitivo Al Sedano Con Il Bimby
Limoni Pelati A Vivo E Privati Dei Semi,limoni pelati a vivo e privati dei semi,1,1,ingredient,unmatched,,,2 (1),Sorbetto Di Limone Con Il Bimby
Limoni Piccoli,limoni piccoli,1,1,ingredient,unmatched,,,Alcune Fette (1),Zuppa Dolce Al Limone (2)
Limoni Piccoli (succo),limoni piccoli succo,1,1,ingredient,unmatched,,,2 (1),Planter's Punch (2)
Limoni Succosi Grandi,limoni succosi grandi,1,1,ingredient,unmatched,,,4 (1),Sorbetto Al Limone
Limoni Sugosi,limoni sugosi,1,1,ingredient,unmatched,,,4 (1),Lemon Curd
Limonito Zucca,limonito zucca,1,1,ingredient,unmatched,,,4/10 (1),Passione Sorrentina
Lingua Affettata,lingua affettata,1,1,ingredient,unmatched,,,150 G (1),Manzo Freddo In Bellavista
Lingua Di Renna Di 1000 G,lingua di renna di 1000 g,1,1,ingredient,unmatched,,,1 (1),Lingua In Bellavista
Lingua Di Vitello A Fettine,lingua di vitello a fettine,1,1,ingredient,unmatched,,,500 G (1),Manzo Freddo Per Antipasto (2)
Lingua Di Vitello Cotta Affettata,lingua di vitello cotta affettata,1,1,ingredient,unmatched,,,300 G (1),Lingua In Gelatina Al Vino Bianco
Lingua Di Vitello Piccola,lingua di vitello piccola,1,1,ingredient,unmatched,,,1 (1),Bollito Alla Piemontese
Lingua Salmistrata (fette Da 100 G),lingua salmistrata fette da 100 g,1,1,ingredient,unmatched,,,1 Fetta (1),Aspic Al Verde
Lingua Salmistrata A Dadini,lingua salmistrata a dadini,1,1,ingredient,unmatched,,,100 G (1),Melone Farcito Alla Polpa Di Granchio
Lingua Salmistrata Tritata,lingua salmistrata tritata,1,1,ingredient,unmatched,,,300 G (1),Paté Di Lingua All'inglese
Liquido Di Cottura Della Sogliole,liquido di cottura della sogliole,1,1,ingredient,unmatched,,,,Filetti Di Sogliola Alla Fiorentina
Liquirizia,liquirizia,1,1,ingredient,unmatched,,,8 Radici (1),Aceto Alla Liquirizia E Ibiscus
Liquirizia (radice A Pezzetti),liquirizia radice a pezzetti,1,1,ingredient,unmatched,,,100 G (1),Vino Di Liquirizia
Liquirizia (radice),liquirizia radice,1,1,ingredient,unmatched,,,10 G (1),Infuso Dimagrante
Liquore 'crema Caffè',liquore crema caffe,1,1,ingredient,unmatched,,,1/2 Bicchierino (1),Coffee Cobbler
Liquore (cachaca),liquore cachaca,1,1,ingredient,unmatched,,,Poco (1),Salsina Sul Gelato
"Liquore (grand Marnier, Cointreau)",liquore grand marnier cointreau,1,1,ingredient,unmatched,,,,Piccole Piramidi Di Frutta
Liquore (maraschino O Simili),liquore maraschino o simili,1,1,ingredient,unmatched,,,2 Cucchiaini (1),Scroccafusi (2)
Liquore (maraschino),liquore maraschino,1,1,ingredient,unmatched,,,2 Cucchiaini (1),Scroccafusi
Liquore (o Vino Di Litchi),liquore o vino di litchi,1,1,ingredient,unmatched,,,2 Cucchiai (1),Pears Sweet Brochettes
Liquore Al Cacao,liquore al cacao,1,1,ingredient,unmatched,,,1 Bicchierino (1),Frittata Dolce (4)
Liquore Al Caffè Scuro,liquore al caffe scuro,1,1,ingredient,unmatched,,,1/3 (1),Black Russian (4)
Liquore Al Cocco,liquore al cocco,1,1,ingredient,unmatched,,,15 Cl (1),Pina Colada Alla Panna
Liquore Al Lampone,liquore al lampone,1,1,ingredient,unmatched,,,2/10 (1),Aurore
Liquore Al Limone Francoli,liquore al limone francoli,1,1,ingredient,unmatched,,,2/10 (1),Golden Touch
Liquore Al Melone,liquore al melone,1,1,ingredient,unmatched,,,28 G (1),Green Fantasy
Liquore All'amaretto (o Altro Liquore),liquore all amaretto o altro liquore,1,1,ingredient,unmatched,,,1 Cucchiaio (1),Ricotta Al Cucchiaio In Charlotte
Liquore All'ananas,liquore all ananas,1,1,ingredient,unmatched,,,2 Cucchiai (1),Sorbetto Di Ananas
Liquore All'arancia (curacao),liquore all arancia curacao,1,1,ingredient,unmatched,,,,Anatra All'arancia (3)
Liquore All'arancia O Al Mandarino,liquore all arancia o al mandarino,1,1,ingredient,unmatched,,,4 Cucchiai (1),Gelato Al Kiwi
Liquore All'arancia Secco,liquore all arancia secco,1,1,ingredient,unmatched,,,5 Cl (1),Arrosto All'arancia
Liquore Alla Fragola,liquore alla fragola,1,1,ingredient,unmatched,,,3/11 (1),Tequila Fresa
Liquore Alla Pesca (o Cognac),liquore alla pesca o cognac,1,1,ingredient,unmatched,,,1 Cucchiaio (1),Torta Di Pesche (2)
Liquore Alle Erbe,liquore alle erbe,1,1,ingredient,unmatched,,,3 Spruzzi (1),Widow's Kiss
Liquore Alle Fragole,liquore alle fragole,1,1,ingredient,unmatched,,,1/2 Bicchierino (1),Soufflé Gelato Di Lamponi E Fragole
Liquore Alle Pesche,liquore alle pesche,1,1,ingredient,unmatched,,,4 Cucchiai (1),Frollette Di Pesche
Liquore Amaretto Di Saronno,liquore amaretto di saronno,1,1,ingredient,unmatched,,,6 Cucchiai (1),Pasticcini Di Castagne
Liquore Arancio A Piacere,liquore arancio a piacere,1,1,ingredient,unmatched,,,100 G (1),Salsa Arancio
Liquore Benedictine,liquore benedictine,1,1,ingredient,unmatched,,,1/4 (1),Sandy
Liquore Centerbe,liquore centerbe,1,1,ingredient,unmatched,,,,Cassata Sulmonese
Liquore Coco Ribe,liquore coco ribe,1,1,ingredient,unmatched,,,4 Cl (1),Cocoskiss
Liquore Cointreau,liquore cointreau,1,1,ingredient,unmatched,,,1 Cucchiaio (1),Tartellette Ai Pistacchi
Liquore Curacao Blu,liquore curacao blu,1,1,ingredient,unmatched,,,,Crespelle Al Curacao
Liquore D'amaretto,liquore d amaretto,1,1,ingredient,unmatched,,,1/2 Bicchiere (1),Torta Di Mandorle Ed Amaretti
Liquore D'arancia (grand Marnier),liquore d arancia grand marnier,1,1,ingredient,unmatched,,,2 Cucchiai (1),Sangria (3)
Liquore D'arancia Grand Marnier,liquore d arancia grand marnier,1,1,ingredient,unmatched,,,1/10 (1),Bitter Orange Cocktail
Liquore Del Gelato,liquore del gelato,1,1,ingredient,unmatched,,,1 Bicchierino (1),Spumoncini Variegati
Liquore Di Banane Bols,liquore di banane bols,1,1,ingredient,unmatched,,,5 Cl (1),Fruit-tail Green Peach
Liquore Di Cedro (o Altro Liquore),liquore di cedro o altro liquore,1,1,ingredient,unmatched,,,1 Bicchierino (1),Cedri Alla Smirne
Liquore Di Ciliegie,liquore di ciliegie,1,1,ingredient,unmatched,,,2 Cl (1),Crema Alle Ciliegie
Liquore Di Cocco,liquore di cocco,1,1,ingredient,unmatched,,,1/5 (1),Tequila Coco
Liquore Di Fragola,liquore di fragola,1,1,ingredient,unmatched,,,2/5 (1),Hepmaistos
Liquore Di Frutto Della Passione,liquore di frutto della passione,1,1,ingredient,unmatched,,,2/10 (1),Petit Fûté
Liquore Di Kiwi Bols,liquore di kiwi bols,1,1,ingredient,unmatched,,,3 Cl (1),Fruit-tail Green Peach
Liquore Di Lampone,liquore di lampone,1,1,ingredient,unmatched,,,1/10 (1),Montecarlo
Liquore Di Litchi,liquore di litchi,1,1,ingredient,unmatched,,,30 Cl (1),Gelee Di Litchi
Liquore Di Mela,liquore di mela,1,1,ingredient,unmatched,,,2 Cl (1),Apple Martini
Liquore Di Menta,liquore di menta,1,1,ingredient,unmatched,,,1/3 (1),Caruso (7)
Liquore Di Pesche Bols,liquore di pesche bols,1,1,ingredient,unmatched,,,5 Cl (1),Fruit-tail Green Peach
Liquore Di Prugne,liquore di prugne,1,1,ingredient,unmatched,,,2 Cl (1),Cocktail Con Prugne
Liquore Di Sabra,liquore di sabra,1,1,ingredient,unmatched,,,2 Cucchiai (1),B And Sabra
Liquore Di Sciroppo Di Menta,liquore di sciroppo di menta,1,1,ingredient,unmatched,,,1 Bicchierino (1),Frullato Di Melone E Menta
Liquore Di Zabaglione,liquore di zabaglione,1,1,ingredient,unmatched,,,Alcune Gocce (1),Uno
Liquore Dolce A Piacere,liquore dolce a piacere,1,1,ingredient,unmatched,,,2 Bicchieri (1),Nocciole Di Cioccolato
Liquore Giallo Dolce,liquore giallo dolce,1,1,ingredient,unmatched,,,2 Bicchierini (1),Cachi Al Liquore
Liquore Kirsch (o Rum),liquore kirsch o rum,1,1,ingredient,unmatched,,,,Dolce Di Crema
Liquore Limoncello,liquore limoncello,1,1,ingredient,unmatched,,,,Coupelle Con Gelato Di Ciliegie
Liquore Mandarinetto,liquore mandarinetto,1,1,ingredient,unmatched,,,,Mandarini Ripieni
Liquore Melone Verde Boero,liquore melone verde boero,1,1,ingredient,unmatched,,,2/10 (1),Tropicaux
Liquore Melone Verde De Kuyper,liquore melone verde de kuyper,1,1,ingredient,unmatched,,,5/10 (1),Delibration
Liquore Menta Verde,liquore menta verde,1,1,ingredient,unmatched,,,1/6 (1),Chupa Pousse
Liquore Millefiori,liquore millefiori,1,1,ingredient,unmatched,,,1 Cucchiaio (1),Yellow Fix
Liquore Misto (amaretto E Rum),liquore misto amaretto e rum,1,1,ingredient,unmatched,,,,Semifreddo Meringato Di Castagne Al Rum
Liquore Nocino,liquore nocino,1,1,ingredient,unmatched,,,2 Bicchierini (1),Delizia In Coppe
Liquore Sambuca,liquore sambuca,1,1,ingredient,unmatched,,,1 Bicchiere (1),Castagnole Di Carnevale
Liquore Sambuca (o Alchermes),liquore sambuca o alchermes,1,1,ingredient,unmatched,,,4 Bicchierini (1),Pizza Di Pasqua Di Civitavecchia
Liquore San Cristoforo,liquore san cristoforo,1,1,ingredient,unmatched,,,1/4 (1),Gemelli
Liquore San Marzano,liquore san marzano,1,1,ingredient,unmatched,,,,Salame Di Cioccolato (3)
Liquore Strega (o Cointreau),liquore strega o cointreau,1,1,ingredient,unmatched,,,2 Cucchiai (1),Crema Alle Fragole (3)
Liquore Usato Per Il Gelato Al Liquore,liquore usato per il gelato al liquore,1,1,ingredient,unmatched,,,1/2 Bicchiere (1),Bomba Charlotte
Liquore Villa Cedro (o Liquore Al Cedro),liquore villa cedro o liquore al cedro,1,1,ingredient,unmatched,,,,Gueffus
Liquori Vari E Marsala,liquori vari e marsala,1,1,ingredient,unmatched,,,1 Bicchiere (1),Pigna (3)
Lische E Ritagli Di Pesce,lische e ritagli di pesce,1,1,ingredient,unmatched,,,600 G (1),Fumetto Di Pesce (2)
"Lische, Pelli E Scarti (non Le Interiora) Di Merlani",lische pelli e scarti non le interiora di merlani,1,1,ingredient,unmatched,,,1000 G (1),Fumetto Di Pesce (6)
"Lische, Pelli E Scarti (non Le Interiora) Di Passere",lische pelli e scarti non le interiora di passere,1,1,ingredient,unmatched,,,1000 G (1),Fumetto Di Pesce (5)
"Lische, Pelli E Scarti (non Le Interiora) Di Rombi",lische pelli e scarti non le interiora di rombi,1,1,ingredient,unmatched,,,1000 G (1),Fumetto Di Pesce (4)
"Lische, Pelli E Scarti (non Le Interiora) Di Sogliole",lische pelli e scarti non le interiora di sogliole,1,1,ingredient,unmatched,,,1000 G (1),Fumetto Di Pesce (3)
"Lische, Teste E Altri Ritagli Di Trota",lische teste e altri ritagli di trota,1,1,ingredient,unmatched,,,600 G (1),Vellutata Di Trote Con Acetosa
Listarelle Di Lardo,listarelle di lardo,1,1,ingredient,unmatched,,,Alcune (1),Manzo Brasato
Litchi,litchi,1,1,ingredient,unmatched,,,,Macedonia Orientale
Litchi (preferibilmente Freschi),litchi preferibilmente freschi,1,1,ingredient,unmatched,,,12 (1),Gelee Di Litchi
Litchi Farciti Con Ananas Di 500 G,litchi farciti con ananas di 500 g,1,1,ingredient,unmatched,,,1 Scatola (1),Dolce Di Litchi
Litchi Sciroppati,litchi sciroppati,1,1,ingredient,unmatched,,,200 G (1),Macedonia Millegusti
Litchis,litchis,1,1,ingredient,unmatched,,,250 G (1),Macedonia Di Frutta Esotica
Litchis Allo Sciroppo,litchis allo sciroppo,1,1,ingredient,unmatched,,,1 Scatola (1),Pompelmo A L'abricotine
Lombata A Pezzi,lombata a pezzi,1,1,ingredient,unmatched,,,750 G (1),Spezzatino Di Maiale
Lombata D'agnello Tagliata A Fettine,lombata d agnello tagliata a fettine,1,1,ingredient,unmatched,,,800 G (1),Braciole Di Agnello All'uso Di Pasqua
Lombata Di Maiale (come Lo Sfilatino),lombata di maiale come lo sfilatino,1,1,ingredient,unmatched,,,1 (1),Sfilatino Alla Lombata Di Maiale
Lombata Di Manzo Con Grasso,lombata di manzo con grasso,1,1,ingredient,unmatched,,,400 G (1),Entrecote Con Fagottini Di Verdura Gratinati
Lombata Di Manzo Disossata,lombata di manzo disossata,1,1,ingredient,unmatched,,,1200 G (1),Arrosto Di Manzo (5)
Lombata Di Vitello Magra,lombata di vitello magra,1,1,ingredient,unmatched,,,500 G (1),Spiedini Di Lombata
Lombate Di Vitello Da 300 G,lombate di vitello da 300 g,1,1,ingredient,unmatched,,,2 (1),Vitello Alla Milanese (2)
Lombatine Di Vitello,lombatine di vitello,1,1,ingredient,unmatched,,,4 (1),Lombatine Di Vitello
Lombatine Di Vitello Di 200 G Ognuna,lombatine di vitello di 200 g ognuna,1,1,ingredient,unmatched,,,6 (1),Lombatine Al Rosso Di Gattinara
Lombatine Di Vitello Senz'osso Da 150 G,lombatine di vitello senz osso da 150 g,1,1,ingredient,unmatched,,,600 G (1),Lombatine Agli Asparagi
Lombi D'agnello Disossati,lombi d agnello disossati,1,1,ingredient,unmatched,,,600 G (1),Agnello Con Ratatouille Di Verdure
Lombo Di Maiale Tritato,lombo di maiale tritato,1,1,ingredient,unmatched,,,200 G (1),Involtini Pepati
London Gin,london gin,1,1,ingredient,unmatched,,,3/4 (1),Bermuda Corte
Longans (occhi Di Drago),longans occhi di drago,1,1,ingredient,unmatched,,,1 Scatola (1),Gelatina Di Mandorle Con Occhi Di Drago
Lonza (o Pollo O Tacchino),lonza o pollo o tacchino,1,1,ingredient,unmatched,,,250 G (1),Medaglioni Al Prosciutto
Lonza Di Cinghiale,lonza di cinghiale,1,1,ingredient,unmatched,,,800 G (1),Cinghiale Con Le Mele
Lonza Di Maiale (fette Di 150 G Ognuna),lonza di maiale fette di 150 g ognuna,1,1,ingredient,unmatched,,,4 Fette (1),Fettine Di Lonza Alla Napoletana
Lonza Di Maiale (peso Totale 600 G),lonza di maiale peso totale 600 g,1,1,ingredient,unmatched,,,8 Fettine (1),Fettine Alla Hawaiana
Lonza Di Maiale A Fettine Sottili,lonza di maiale a fettine sottili,1,1,ingredient,unmatched,,,300 G (1),Lonza Agni Agrumi
Lonza Di Maiale Affumicata,lonza di maiale affumicata,1,1,ingredient,unmatched,,,500 G (1),Lonza Alle Fragole
Lonza Di Maiale Di 1000 G,lonza di maiale di 1000 g,1,1,ingredient,unmatched,,,1 (1),Lonza Al Latte
Lonza Di Maiale Macinata,lonza di maiale macinata,1,1,ingredient,unmatched,,,200 G (1),Rotolo Profumato
Lonza Di Maiale Tagliata A Dadini,lonza di maiale tagliata a dadini,1,1,ingredient,unmatched,,,500 G (1),Frittelle Di Maiale
Lucci Di 700 G Ognuno,lucci di 700 g ognuno,1,1,ingredient,unmatched,,,2 (1),Fogosch Del Balaton
Luccio Di 700 G,luccio di 700 g,1,1,ingredient,unmatched,,,1 (1),Luccio In Umido Bianco
Lucerna,lucerna,1,1,ingredient,unmatched,,,,Brodetto
Lucioperca Di 1200 G,lucioperca di 1200 g,1,1,ingredient,unmatched,,,1 (1),Lucioperca Al Vino Rosso
Luganega (salsiccia),luganega salsiccia,1,1,ingredient,unmatched,,,150 G (1),Carciofi Ripieni (2)
Luganega Trentina Fresca,luganega trentina fresca,1,1,ingredient,unmatched,,,1 (1),Canederli In Brodo
Lumache (anche Surgelate),lumache anche surgelate,1,1,ingredient,unmatched,,,12 (1),Omelette Alle Lumache
Lumache Di Mare,lumache di mare,1,1,ingredient,unmatched,,,250 G (1),Spaghetti Ai Frutti Di Mare
Lumache Già Spurgate,lumache gia spurgate,1,1,ingredient,unmatched,,,24 (1),Lumache Alla Borgognona
Lumache Grandi,lumache grandi,1,1,ingredient,unmatched,,,1500 G (1),Lumache Alla Francese
Lumache Lessate,lumache lessate,1,1,ingredient,unmatched,,,48 (1),Lumache Alla Ligure
Lumache Lessate Sgusciate,lumache lessate sgusciate,1,1,ingredient,unmatched,,,48 (1),Lumache Alla Lombarda
Lumache Precotte,lumache precotte,1,1,ingredient,unmatched,,,32 (1),Lumache Alla Borgognona (2)
Lumache Pulite E Sgusciate,lumache pulite e sgusciate,1,1,ingredient,unmatched,,,48 (1),Lumache Al Vino Bianco
Lumache Purgate E Pulite,lumache purgate e pulite,1,1,ingredient,unmatched,,,1000 G (1),Lumache All'aliata
Lumache Senza Guscio E Pulite,lumache senza guscio e pulite,1,1,ingredient,unmatched,,,100 (1),Lumache Alla Ticinese
Lumache Sgusciate,lumache sgusciate,1,1,ingredient,unmatched,,,48 (1),Lumache Alla Romana
Lumache Vive,lumache vive,1,1,ingredient,unmatched,,,,Lumache Cotte (preparazione Base)
Lumachine,lumachine,1,1,ingredient,unmatched,,,,Lumachine Di Sant'anna
Lumachine Ciui,lumachine ciui,1,1,ingredient,unmatched,,,800 G (1),Ciui In Umido
Lumachine Di Mare Bollite,lumachine di mare bollite,1,1,ingredient,unmatched,,,12 (1),Insalata Ai Frutti Di Mare
Lupini,lupini,1,1,ingredient,unmatched,,,200 G (1),Crema Di Avocado Con Gnocchi Di Grano Saraceno E Lupini Di Mare
Maccarelli,maccarelli,1,1,ingredient,unmatched,,,2 (1),"Filetto Di Maccarello Con Salsa Di Broccoli Romani, Carciofi E Zaffera"
Macedonia Di Frutti Di Bosco Freschi,macedonia di frutti di bosco freschi,1,1,ingredient,unmatched,,,,Coppetta Macedonia
Macedonia Di Verdura,macedonia di verdura,1,1,ingredient,unmatched,,,300 G (1),Cupola Di Salmone Affumicato
Macinato,macinato,1,1,ingredient,unmatched,,,600 G (1),Lasagne Al Forno (2)
Macinato Di Manzo E Vitello,macinato di manzo e vitello,1,1,ingredient,unmatched,,,350 G (1),Palline Di Carne In Brodo
Macinato Di Spalla Di Maiale,macinato di spalla di maiale,1,1,ingredient,unmatched,,,500 G (1),Involtino Di Mortadella
Macinato Di Tacchino,macinato di tacchino,1,1,ingredient,unmatched,,,300 G (1),Prosciutto Di Maiale Con Tacchino E Ananas
Macinato Di Vitella,macinato di vitella,1,1,ingredient,unmatched,,,300 G (1),Polpettine Aromatizzate All'anice
Macinato Misto,macinato misto,1,1,ingredient,unmatched,,,100 G (1),Alette Di Pollo Ripiene Fritte
Macis (fiori Di Noce Moscata In Polvere),macis fiori di noce moscata in polvere,1,1,ingredient,unmatched,,,1/2 Cucchiaino (1),Biscotti Al Panpepato
Madi,madi,1,1,ingredient,unmatched,,,300 G (1),Madi Glassati
Magatello Di Manzo,magatello di manzo,1,1,ingredient,unmatched,,,400 G (1),Carpaccio All'avocado
